title,authors,average_rating
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,4.06
The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan,4.35
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.25
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.25
When Santa Fell to Earth,Cornelia Funke/Paul   Howard/Oliver G. Latsch,3.76
Inkheart (Inkworld  #1),Cornelia Funke/Anthea Bell,3.88
Inkspell (Inkworld  #2),Cornelia Funke/Anthea Bell,3.92
Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,3.73
Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke/Helena Ragg-Kirkby,3.93
The Metaphysical Club,Louis Menand,4.07
Vulcan's Forge (Philip Mercer  #1),Jack Du Brul,3.99
Pandora's Curse (Philip Mercer #4),Jack Du Brul,4.17
Charon's Landing (Philip Mercer  #2),Jack Du Brul,4.08
The Medusa Stone (Philip Mercer  #3),Jack Du Brul,4.10
River Of Ruin (Philip Mercer  #5),Jack Du Brul,4.19
Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,4.19
And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts/William Greider,4.37
The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,Nadine Cohodas,3.96
La mezzanine,Nicholson Baker,3.84
Checkpoint,Nicholson Baker,2.88
Double Fold: Libraries and the Assault on Paper,Nicholson Baker,3.42
A Box of Matches,Nicholson Baker,3.67
Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96
Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96
The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.95
The Novice (Black Magician Trilogy  #2),Trudi Canavan,4.07
The High Lord (Black Magician Trilogy  #3),Trudi Canavan,4.15
The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.95
Stone Age Economics,Marshall Sahlins,3.90
"How ""Natives"" Think: About Captain Cook  For Example",Marshall Sahlins,3.64
The Use and Abuse of Biology: An Anthropological Critique of Sociobiology,Marshall Sahlins,3.91
Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,3.74
Legacy of the Darksword (The Darksword  #4),Margaret Weis/Tracy Hickman,3.47
When Rain Clouds Gather,Bessie Head,3.84
Election,Tom Perrotta,3.86
Joe College,Tom Perrotta,3.39
A Void,Georges Perec/Gilbert Adair,3.80
Things: A Story of the Sixties; A Man Asleep,Georges Perec/David Bellos/Andrew Leak,3.98
W  or the Memory of Childhood,Georges Perec/David Bellos,3.88
Species of Spaces and Other Pieces,Georges Perec/John Sturrock,4.28
The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,4.21
My Name is Aram,William Saroyan/Don Freeman,4.15
Karate Is a Thing of the Spirit,Harry Crews,3.79
La disparition,Georges Perec,3.80
Las Noches Blancas. El Jugador. Un Ladrón Honrado. (Sepan Cuantos  #259),Fyodor Dostoyevsky,3.90
Los hermanos Karamazov,Fyodor Dostoyevsky/Alexander Pushkin/Guillermo Suazo Pascual,4.32
Crime and Punishment,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.21
I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,4.16
And to Think That I Saw It on Mulberry Street,Dr. Seuss,4.00
I'm the One That I Want,Margaret Cho,3.69
Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,3.64
Zazie in the Metro,Raymond Queneau/Barbara Wright/Gilbert Adair,3.72
The Blue Flowers,Raymond Queneau,4.05
Witch Grass,Raymond Queneau/Barbara Wright,3.93
The Last Days,Raymond Queneau/Barbara Wright/Vivian Kogan,3.80
The Flight of Icarus,Raymond Queneau/Barbara Wright,3.99
Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97
Dead Souls,Nikolai Gogol/Robert A. Maguire/Zlatko Crnković,3.99
Diary of a Madman and Other Stories,Nikolai Gogol,4.12
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,4.40
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,3.92
Marcel Proust: A Life,William C. Carter,4.33
Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),Stéphane Heuet/Stanislas Brézet/Marcel Proust,4.04
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve,4.40
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53
The Illustrated Man,Ray Bradbury,4.14
Combray (Remembrance of Things Past  #1),Stéphane Heuet/Marcel Proust/Joe  Johnson,3.79
Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,4.22
Germinal,Émile Zola/Roger Pearson,4.13
Taxi Driver,Amy Taubin,3.93
The Masterpiece,Émile Zola/Roger Pearson,3.96
His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,3.70
The Ladies' Paradise,Émile Zola/Robin Buss/Brian  Nelson,3.99
The Conquest of Plassans (Les Rougon-Macquart  #4),Émile Zola/Ernest Alfred Vizetelly,3.90
La Bête humaine,Émile Zola/Henri Mitterand,4.06
Taxi Driver,Paul Schrader,4.12
La Débâcle,Émile Zola/Robert Lethbridge/Elinor Dorday,4.01
The Earth,Émile Zola/Douglas Parmée,4.08
Intimate Enemies,Shana Abe,3.81
The Truelove Bride,Shana Abe,3.65
The Secret Swan,Shana Abe,3.67
The Smoke Thief (Drakon  #1),Shana Abe,3.74
Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,John Lewis Gaddis,4.03
A Frolic of His Own,William Gaddis,3.85
Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,3.81
The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,John      O'Brien/David Andrews/John Beer/Robert L. McLaughlin/Joy Castro,3.40
Carpenter's Gothic,William Gaddis,3.77
First Love and Other Stories,Ivan Turgenev/Richard Freeborn,4.14
Sketches from a Hunter's Album,Ivan Turgenev/Richard Freeborn,3.93
Spring Torrents,Ivan Turgenev/Leonard Schapiro,3.94
Home of the Gentry,Ivan Turgenev/Richard Freeborn,3.92
ADHD in Adulthood: A Guide to Current Theory  Diagnosis  and Treatment,Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,3.40
Sclerotherapy and vein treatment,Robert A. Weiss/Margaret A. Weiss/Karen L. Beasley,0.00
Fantastic Alice,Margaret Weis/Esther M. Friesner/Roger Zelazny/Bruce Holland Rogers/Robin Wayne Bailey/Janet Pack/Lawrence Schimel/Jody Lynn Nye/Janet Asimov/Lisa Mason/Jane Lindskold/Mickey Zucker Reichert/Lawrence Watt-Evans/Peter Crowther/Gary A. Braunbeck/Connie Hirsch/Tobin Larson/Kevin T. Stein,3.40
The Reign of Istar (Dragonlance: Tales II  #1),Margaret Weis/Tracy Hickman,3.72
Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis/Tracy Hickman,4.05
The Players of Gilean (Dragonlance: Tales from the War of Souls  #2),Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson,3.69
The Hand of Chaos (The Death Gate Cycle  #5),Margaret Weis/Tracy Hickman,4.06
The Seventh Gate (The Death Gate Cycle  #7),Margaret Weis/Tracy Hickman,4.11
Into the Labyrinth (The Death Gate Cycle  #6),Margaret Weis/Tracy Hickman,4.11
Elven Star (The Death Gate Cycle  #2),Margaret Weis/Tracy Hickman,3.99
Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4.00
Elven Star (The Death Gate Cycle  #2),Margaret Weis/Tracy Hickman,3.99
The Mantle of Kendis-Dai (Starshield  #1),Margaret Weis/Tracy Hickman,3.57
Warrior Angel,Margaret Weis/Lizz Weis,3.15
Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),Margaret Weis/Tracy Hickman,3.91
Starshield: Sentinels,Margaret Weis/Tracy Hickman,3.57
The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,4.16
Love and War: Tales  Volume Three (Dragonlance: Tales),Margaret Weis/Tracy Hickman,3.87
New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56
Nightsword (Starshield  #2),Margaret Weis/Tracy Hickman,3.67
Realms of Dragons: The Universes of Margaret Weis and Tracy Hickman,Denise Little/J. Robert King/Margaret Weis/Tracy Hickman/Janet Pack/Jean Rabe,4.06
Well of Darkness (Sovereign Stone  #1),Margaret Weis/Tracy Hickman,3.67
The Best of Tales: Volume Two (Dragonlance Anthology),Margaret Weis/Tracy Hickman,3.82
The Search for Power (Dragonlance: Tales from the War of Souls  #3),Margaret Weis,3.98
Journey Into the Void (Sovereign Stone  #3),Margaret Weis/Tracy Hickman,3.86
The Magic of Krynn (DragonLance: Tales I  #1),Margaret Weis/Tracy Hickman/Barbara Siegel/Scott Siegel/Roger E. Moore/Warren B. Smith/Nick O'Donohoe/Richard A. Knaak/Nancy Varian Berberick/Mary L. Kirchoff/Michael   Williams,3.74
More Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home  #2),Margaret Weis/Tracy Hickman,4.01
Dragonsong (Harper Hall  #1),Anne McCaffrey,4.24
Dragonsong (Pern: Harper Hall  #1),Anne McCaffrey,4.24
Dragonsinger (Harper Hall  #2),Anne McCaffrey,4.28
Dragondrums (Harper Hall  #3),Anne McCaffrey,4.07
More Twisted: Collected Stories Vol. II,Jeffery Deaver,3.84
The Coffin Dancer (Lincoln Rhyme  #2),Jeffery Deaver,4.16
The Stone Monkey (Lincoln Rhyme  #4),Jeffery Deaver,3.96
The Sleeping Doll (Kathryn Dance #1),Jeffery Deaver,3.93
The Twelfth Card (Lincoln Rhyme  #6),Jeffery Deaver,3.99
Hard News (Rune  #3),Jeffery Deaver,3.46
Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53
Bloody River Blues (John Pellam  #2),William Jefferies/Jeffery Deaver,3.49
Hell's Kitchen (John Pellam  #3),William Jefferies/Jeffery Deaver,3.60
The Empty Chair (Lincoln Rhyme  #3),Jeffery Deaver,4.05
Twisted: The Collected Short Stories,Jeffery Deaver,3.93
The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,4.10
Praying for Sleep,Jeffery Deaver,3.80
The Devil's Teardrop,Jeffery Deaver,4.00
Judge Dredd (Audio Cassette),Neal Barrett Jr./Martha Banta,2.96
Prometheus Rising,Robert Anton Wilson/Israel Regardie,4.26
Tristan Taormino's True Lust,Tristan Taormino,3.97
A Free Enquiry Into the Vulgarly Received Notion of Nature,Robert Boyle/Michael Hunter/Edward B. Davis,3.00
The Munsters: A Trip Down Mockingbird Lane,Stephen Cox/Butch Patrick/Yvonne DeCarlo,4.45
Immortality,Milan Kundera/Peter Kussi,4.14
Identity,Milan Kundera/Linda Asher,3.68
The Curtain: An Essay in Seven Parts,Milan Kundera/Linda Asher,3.96
The Art of the Novel,Milan Kundera/Linda Asher,3.96
Yours in Food  John Baldessari: with meditations on eating by Paul Auster  David Byrne  Dave Eggers  David Gilbert  Tim Griffin  Andy Grundberg  John Haskell  Michael Kimmelman  Michael More  Glenn O'Brien  Francine Prose  Peter Schjeldahl  Lynne Tillman,John Baldessari/Paul Auster/Francine Prose/Peter Schjeldahl/David Byrne/Dave Eggers/David Gilbert/Tim Griffin/Andy Grundberg/John Haskell/Michael Kimmelman/Glenn O'Brien/Lynne Tillman,4.00
You Shall Know Our Velocity,Dave Eggers,3.63
Thin Air (Weather Warden  #6),Rachel Caine,3.96
Seven Types of Ambiguity,William Empson,3.85
Traitor's Knot (Wars of Light and Shadow  #7),Janny Wurts,4.20
The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,3.76
Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),Janny Wurts,4.04
Fugitive Prince (Wars of Light and Shadow  #4),Janny Wurts,3.89
Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light  #3),Janny Wurts,4.16
To Ride Hell's Chasm,Janny Wurts,3.82
Grand Conspiracy (Wars of Light & Shadow #5; Arc 3 - Alliance of Light  #2),Janny Wurts,4.11
Shadowplay (Shadowmarch  #2),Tad Williams,3.90
Shadowmarch (Shadowmarch  #1),Tad Williams,3.73
Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09
To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18
The War of the Flowers,Tad Williams,3.88
Shadowmarch (Shadowmarch  #1),Tad Williams,3.73
City of Golden Shadow (Otherland  #1),Tad Williams,3.91
To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,4.20
Traumjäger und Goldpfote,Tad Williams/Hans J. Schütz,3.97
Falling Man,Don DeLillo,3.21
Ratner's Star,Don DeLillo,3.49
Blood Meridian  or the Evening Redness in the West,Cormac McCarthy/Harold Bloom,4.17
Blood Meridian,Cormac McCarthy,4.17
Cormac McCarthy's All the Pretty Horses,Harold Bloom/Amy Sickels,4.09
Four & Twenty Blackbirds (Bardic Voices  #4),Mercedes Lackey,3.81
Exile's Honor (Heralds of Valdemar  #6),Mercedes Lackey,4.20
Spirits White as Lightning (Bedlam's Bard  #5),Mercedes Lackey/Rosemary Edghill,3.95
Beyond World's End (Bedlam's Bard  #4),Mercedes Lackey/Rosemary Edghill,3.93
The Dragon Quintet,Marvin Kaye/Michael Swanwick/Orson Scott Card/Mercedes Lackey/Tanith Lee/Elizabeth Moon,3.77
Fiddler Fair,Mercedes Lackey,3.90
Take a Thief (Valdemar #25),Mercedes Lackey,4.12
Magic's Price (Valdemar: Last Herald-Mage #3),Mercedes Lackey,4.27
By the Sword (Valdemar),Mercedes Lackey,4.25
Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06
CivilWarLand in Bad Decline,George Saunders,4.22
The Very Persistent Gappers of Frip,George Saunders/Lane Smith,4.11
The Brief and Frightening Reign of Phil,George Saunders,3.70
The Cheese Monkeys,Chip Kidd,3.75
Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,4.21
Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21
His Master's Voice,Stanisław Lem/Michael Kandel,4.11
The Chain of Chance,Stanisław Lem/Louis Iribarne,3.70
Fiasco,Stanisław Lem/Michael Kandel,4.12
A Perfect Vacuum,Stanisław Lem/Michael Kandel,4.18
Eden,Stanisław Lem/Marc E. Heine,3.91
Tales of Pirx the Pilot,Stanisław Lem/Louis Iribarne,4.10
The Song of Rhiannon,Evangeline Walton,4.02
Why Did the Soviet Union Collapse?: Understanding Historical Change,Robert W. Strayer,3.44
Ballad of the Whiskey Robber: A True Story of Bank Heists  Ice Hockey  Transylvanian Pelt Smuggling  Moonlighting Detectives  and Broken Hearts,Julian Rubinstein,4.02
Changeling,Roger Zelazny,3.72
The Waterborn (Children of the Changeling  #1),Greg Keyes/J. Gregory Keyes,3.81
Social Psychology,Elliot Aronson/Robin M. Akert/Timothy D. Wilson,4.00
Influence: The Psychology of Persuasion,Robert B. Cialdini,4.19
Writings 1902-1910: The Varieties of Religious Experience / Pragmatism / A Pluralistic Universe / The Meaning of Truth / Some Problems of Philosophy / Essays,William  James/Bruce Kuklick,4.21
Writings 1878–1899: Psychology: Briefer Course / The Will to Believe / Talks to Teachers and to Students / Essays,William  James/Gerald Eugene Myers,4.25
The Will to Believe  Human Immortality and Other Essays in Popular Philosophy,William  James,4.07
Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.70
The Principles of Psychology: Vols 1-2 (Works of William James),William  James/Frederick Burkhardt/Rand B. Evans/Gerald Eugene Myers,4.18
The Story of Philosophy,Will Durant/Grover Gardner,4.12
The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien/Rob Inglis,4.53
The Book of Lost Tales  Part Two (The History of Middle-earth  #2),J.R.R. Tolkien/Christopher Tolkien,3.86
The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29
El Evangelio Según Jesucristo,José Saramago/Basilio Losada,4.29
The Prince,Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez,3.81
The Raven Prince (Princes Trilogy  #1),Elizabeth Hoyt,3.97
Le Petit Prince,Antoine de Saint-Exupéry,4.31
Dark Prince (Dark  #1),Christine Feehan,4.00
The Princes of Ireland (The Dublin Saga  #1),Edward Rutherfurd,3.86
Prince Caspian (Chronicles of Narnia  #4),C.S. Lewis,3.97
Pégate un tiro para sobrevivir: un viaje personal por la América de los mitos,Chuck Klosterman,3.81
A Practical Guide to Dragons,Lisa Trumbauer/Emily Fiegenshuh,4.33
Dragonology (Ologies  #1),Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,4.11
His Majesty's Dragon (Temeraire  #1),Naomi Novik,4.05
Red Dragon (Hannibal Lecter  #1),Thomas  Harris,4.04
Lamb: The Gospel According to Biff  Christ's Childhood Pal,Christopher Moore,4.25
The Lost Tomb,Kent R. Weeks,4.09
Fundamentals of Heat and Mass Transfer [with IHT/FEHT 3.0 CD with User Guide Set],Frank P. Incropera/David P. DeWitt,3.99
Heat,Mike Lupica,3.98
Heat and Mass Transfer,Yunus A. Cengel,4.15
Journal of a Novel: The East of Eden Letters,John Steinbeck,4.09
Never Go Back,Robert Goddard,3.71
Never Go Home Again,Shannon Holmes,4.03
You Can Never Go Home Again,Dyan Sheldon,4.23
A Pale View of Hills,Kazuo Ishiguro,3.74
An Artist of the Floating World,Kazuo Ishiguro,3.76
When We Were Orphans,Kazuo Ishiguro,3.49
The Unconsoled,Kazuo Ishiguro,3.54
American Legal History: Cases and Materials,Kermit L. Hall/Paul Finkelman/James W. Jr. Ely,3.50
Intuition,Allegra Goodman,3.32
Behind the Scenes at the Museum,Kate Atkinson,3.96
Emotionally Weird,Kate Atkinson,3.45
Abandonment,Kate Atkinson/Traverse Theatre,3.61
Familienalbum,Kate Atkinson,3.96
Gimpel the Fool and Other Stories,Isaac Bashevis Singer/Saul Bellow/Allegra Goodman,4.16
Ein Sommernachtsspiel,Kate Atkinson,3.72
Dans les coulisses du musée,Kate Atkinson/Jean Bourdier,3.96
The Littles and the Lost Children,John Lawrence Peterson/Jacqueline Rogers/Roberta Carter Clark,3.76
Suffer the Little Children (Commissario Brunetti  #16),Donna Leon,3.79
Suffer Little Children (Sister Fidelma  #3),Peter Tremayne,4.05
The Wishbones,Tom Perrotta,3.50
Bad Haircut: Stories of the Seventies,Tom Perrotta,3.70
One Hundred Demons,Lynda Barry,4.16
The Twelve Terrors of Christmas,John Updike/Edward Gorey,4.23
The Twelve Caesars,Suetonius/Michael Grant/Robert Graves,4.05
The Twelve Dancing Princesses,Marianna Mayer/Kinuko Y. Craft,4.32
Twelve Ordinary Men,John F. MacArthur Jr.,4.21
Twelve Extraordinary Women Workbook,John F. MacArthur Jr.,3.92
The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,3.96
Paris: The Secret History,Andrew Hussey,3.81
The Secret History,Donna Tartt,4.10
Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,Jorge Cervantes,4.39
The Cambridge Companion to Cervantes,Anthony J. Cascardi,3.55
Exemplary Stories,Miguel de Cervantes Saavedra/Lesley Lipson,3.72
Cervantes in Algiers: A Captive's Tale,Maria Antonia Garcés,3.14
